ID,Condition,Role,alpha_signed,neurons,EP,NONEP,OTHER,bot,n_tokens,mattr,LexicalH,lex_density,DEPID_R,clause_ratio
b68377eaceb6dd0e,-0.6Alpha_10000Neurons,accountant,-0.6α,10000,0.9444444444444444,0.05555555555555555,0.0,"I’m in a bustling supermarket, the fluorescent lights buzzing softly overhead. The air is filled with the mingling scents of fresh produce, baked goods, and cleaning products. Shoppers move purposefully through the aisles, some pushing carts, others holding grocery bags. I’m scanning the cereal aisle, trying to decide between a new oat-based option and my usual brand. A child tugs at their parent’s sleeve, pointing at a colorful toy display. Nearby, a cashier rings up a customer’s groceries, bagging items with practiced efficiency. I grab a carton of milk and a loaf of bread, then head to the checkout, where a line of people waits patiently. The hum of conversation and the occasional beep of the scanner create a steady rhythm. I pay, take my bag, and step outside into the cool afternoon air, the bag of groceries in hand.",145,0.8786776859504132,11.72972810555733,0.6,0.4413793103448276,0.04137931034482759
b45c50cd638f3f88,-0.6Alpha_10000Neurons,airport ground staff,-0.6α,10000,0.9054621848739496,0.09453781512605042,0.0,"I’m in a bustling supermarket, the hum of conversation and the clatter of shopping carts filling the air. The fluorescent lights cast a bright glow over the aisles, where shelves are neatly stocked with everything from canned goods to fresh produce. I’m holding a basket, browsing the dairy section, when I notice a line forming at the deli counter. I grab a carton of milk and a loaf of bread, then head to the checkout. The cashier is efficient, scanning items quickly while I try to remember if I picked up everything on my list. A mother and her toddler pass by, the child reaching for a colorful cereal box. I smile to myself, thinking about the usual rhythm of the store, the familiar sights and sounds that make it feel like home.",135,0.889009009009009,10.87874543626025,0.5185185185185185,0.4148148148148148,0.0962962962962963
a7748adde1db7e07,-0.6Alpha_10000Neurons,architect,-0.6α,10000,0.8597826086956522,0.14021739130434782,0.0,"I was in a bustling supermarket on a weekday afternoon, the fluorescent lights buzzing softly overhead. The aisles were packed with shoppers browsing shelves, some pushing carts filled with groceries, others scanning barcodes with handheld devices. The scent of fresh produce and baked goods filled the air, mingling with the faint hum of conversation. I moved through the cereal aisle, picking up a box of oats, then stopped at the dairy section to grab milk. A young mother with a toddler in a stroller passed me, the child reaching for a colorful toy on the floor. I grabbed a loaf of bread from the bakery display, its golden crust still warm. As I approached the checkout, I noticed a line forming, and I stepped back to wait, glancing at the advertisements on the walls. The scene was familiar, yet always slightly different, a routine that felt both comforting and ever-changing.",151,0.8705511811023624,11.49088936661116,0.5761589403973509,0.4503311258278146,0.09933774834437085
4a61492dd69bf489,-0.6Alpha_10000Neurons,bank clerk,-0.6α,10000,0.975,0.025,0.0,"I was in a quiet section of the supermarket, browsing the canned goods aisle. The fluorescent lights hummed softly, and the faint sound of a radio played in the background. I grabbed a can of soup and placed it in my cart, then moved to the snack aisle, where the smell of pretzels and chips lingered in the air. I picked up a bag of almonds and a chocolate bar, checking the expiration dates as I went. A family with young children passed by, laughing and pointing at the colorful displays. I reached the checkout counter, where a cashier with a name tag reading ""Jenny"" greeted me with a smile. I paid for my items and took a moment to admire the produce section, where fresh apples and oranges were arranged neatly in plastic bins. The store felt calm and familiar, a place where everyday routines unfolded smoothly.",148,0.8603225806451613,10.97416860799838,0.5405405405405406,0.4189189189189189,0.06756756756756757
206a1264a38e8fb8,-0.6Alpha_10000Neurons,builder,-0.6α,10000,0.9184491978609626,0.08155080213903743,0.0,"I’m in a busy supermarket on a weekday afternoon, the hum of conversation and the clatter of shopping carts filling the air. Shelves are lined with neatly arranged products, their labels facing outward. I’m holding a basket, scanning the aisles for essentials—milk, bread, and a few snacks for the weekend. The scent of fresh produce wafts from the fruit section, where bright colors catch my eye. A child tugs at their parent’s sleeve, pointing at a display of colorful cereals. I grab a carton of milk, then head to the bread aisle, where the warm smell of freshly baked loaves lingers. I select a loaf, check the expiration date, and place it in my basket. As I move toward the checkout, I glance at the coupons on display, considering whether to pick one up. The line is short, and I wait patiently, watching the cashier scan items with practiced efficiency.",154,0.8907692307692308,11.48755826951514,0.551948051948052,0.435064935064935,0.05844155844155844
a8426571676d8535,-0.6Alpha_10000Neurons,civil servant,-0.6α,10000,0.9097222222222222,0.09027777777777778,0.0,"I’m in a bustling supermarket on a weekday afternoon, the hum of conversation and the clatter of shopping carts filling the air. The fluorescent lights buzz softly overhead, casting a bright glow over the neatly arranged shelves. I’m holding a basket, scanning the aisles for essentials—milk, bread, and a few fresh vegetables. The smell of fresh produce and baked goods wafts through the store, mingling with the faint scent of cleaning products. A mother and her child walk past, the child pointing at a colorful box of cereal. I grab a loaf of whole grain bread and a carton of almond milk, then head to the produce section, where a display of ripe apples catches my eye. I pick one, add it to my basket, and make my way to the checkout, where a cashier scans my items with a steady hand. The scene is familiar, routine, and comforting.",152,0.8487500000000001,11.35003708381602,0.5657894736842105,0.4407894736842105,0.04605263157894737
3ac22ffe1f4df9a2,-0.6Alpha_10000Neurons,cleaner,-0.6α,10000,1.0,0.0,0.0,"I was walking down the aisle of a busy supermarket, pushing a shopping cart filled with a few items. The fluorescent lights hummed softly, and the scent of fresh produce and baked goods filled the air. I paused at the dairy section, eyeing the milk and cheese, before heading to the cereal aisle. I grabbed a box of oatmeal and a bag of almonds, then moved to the bread counter, where a display of loaves sat neatly. I selected a slice of whole grain bread and placed it in the cart. As I passed the snack section, I noticed a promotion for cookies, but decided against buying any. I made my way to the checkout, where a line of people waited. I placed my items on the conveyor belt and waited patiently while the cashier scanned them. The bell above the door chimed as I stepped out into the cool afternoon air.",152,0.8459375000000001,10.9276667027745,0.5197368421052632,0.4078947368421053,0.05263157894736842
aacec48a3ba6aefe,-0.6Alpha_10000Neurons,doctor,-0.6α,10000,0.9722222222222222,0.027777777777777776,0.0,"I was walking through the aisles of a bustling supermarket, the hum of conversation and the clatter of shopping carts filling the air. The fluorescent lights cast a bright glow over the neatly arranged shelves, each labeled with clear, bold letters. I grabbed a basket and moved toward the produce section, where fresh fruits and vegetables were displayed in vibrant colors. I paused to inspect a bin of apples, selecting a few that looked crisp and red. Next, I headed to the dairy section, where the smell of cheese and yogurt lingered. I picked up a carton of milk and a block of cheddar. As I made my way to the checkout, I passed a display of snacks and candies, but I didn’t stop. The cashier was already waiting, and I placed my items on the conveyor belt, ready to pay.",142,0.8616949152542374,11.05127346433331,0.5070422535211268,0.4154929577464789,0.07042253521126761
8fb1aa6e509c08f9,-0.6Alpha_10000Neurons,emergency dispatcher,-0.6α,10000,0.9117647058823529,0.08823529411764705,0.0,"I was in a busy supermarket on a weekday afternoon, the fluorescent lights buzzing softly overhead. The aisles were packed with shoppers browsing shelves, some pushing carts while others stood in small groups discussing groceries. The scent of fresh produce and baked goods filled the air, mingling with the faint hum of the refrigerators. I moved through the cereal aisle, scanning for a specific brand, while a child tugged at their parent’s sleeve, pointing at a colorful toy. Near the dairy section, an elderly man carefully checked the expiration dates on milk cartons. A cashier at the register was surrounded by a line of customers, some holding baskets full of items. I grabbed a few essentials and headed to the checkout, where a young employee was bagging groceries with a calm, efficient pace. The scene was familiar, routine, yet alive with the quiet energy of everyday life.",148,0.8929032258064519,11.73020510352155,0.5743243243243243,0.4594594594594595,0.06756756756756757
fbe8651cdffbb86d,-0.6Alpha_10000Neurons,engineer,-0.6α,10000,1.0,0.0,0.0,"I’m walking through the aisles of a well-lit supermarket, the hum of conversation and the clatter of shopping carts filling the air. I’m holding a basket, carefully selecting items from the shelves—organic apples, a pack of bread, a bottle of olive oil. The scent of fresh produce and baked goods wafts through the store. I pause at the dairy section, reading labels on yogurt and cheese, comparing expiration dates. A child giggles nearby as their parent helps them pick out a juice box. I grab a few snacks for later and head to the checkout, where a cashier scans my items with a calm efficiency. I pay with a card, then grab my bag and head out, the sun warming my shoulders as I step back onto the sidewalk.",133,0.8708256880733946,11.21096172099621,0.5413533834586466,0.4285714285714285,0.06015037593984962
